customer_id,customer_name,total_revenue,profit_margin,purchase_frequency
506283,Heike Baum,14,14,6
1688501,Michael Lovato,14,14,6
735046,Ortensia Marino,14,14,3
1971820,Barbara Bachmeier,14,14,7
1693028,Arthur Hunter,14,14,5
905730,Sarah Watson,14,14,6
1991411,Oscar Schultz,14,14,7
248677,Jennifer Rosenblum,14,14,5
207476,Alex Stringfellow,14,14,4
4174,Rebecca Yelverton,14,14,5
1995697,Milla Anttila,14,14,5
1138144,William Hobbs,14,14,7
1918814,Tracy Stafford,14,14,3
1341076,Jason Sepulveda,14,14,3
1554303,Joshua Boyce,14,14,7
1837627,John Schulz,14,14,5
1718031,Edmond Kyser,14,14,4
1377047,Janet Chen,14,14,5
123266,Erin Waley,14,14,5
596705,Martin Weisz,14,14,5
943859,Joel Harrison,14,14,3
1842681,Hilda Weir,14,14,6
142282,Lucy Wanganeen,14,14,5
878831,Mukaddes Rorije,14,14,6
647019,Dexter Lef�bvre,14,14,5
1698828,Raymond Credle,14,14,5
598454,Kevin Hertz,14,14,5
693417,Xarles Bourgeois,14,14,4
995272,Lara Smart,14,14,6
647743,Camille Lagac�,14,14,4
271760,Alan Youngberg,14,14,3
906625,Millie Barker,14,14,6
2044599,Davorka Cerkez,14,14,5
2018685,Jennifer Payne,14,14,3
1357991,Frank Akins,14,14,8
1289422,Gracie Winstead,14,14,5
607598,Bevis Langelier,14,14,5
1281061,Ruth Wrigley,14,14,4
379002,Joshua George,14,14,4
1632630,Jennifer Brown,14,14,4
833662,Omaima van der Zwart,14,14,4
161286,Archer Reimann,14,14,4
785441,Itala Romano,14,14,4
215600,Jeffrey McIntosh,14,14,5
445898,Maik Osterhagen,14,14,5
59304,Patrick Collie,14,14,3
606808,Marlon Pellerin,14,14,3
1609162,Thomas Temple,14,14,5
1810957,Kelley Martin,14,14,4
565589,Andrea Luft,14,14,5
1051777,Cerys Fleming,14,14,2
674569,Solaine Boivin,14,14,3
166838,Grace Buchanan,14,14,4
1346929,Heather Lutz,14,14,6
1644716,Linda Mitchell,14,14,5
775606,Galdino Baresi,14,14,4
1673438,James Pickering,14,14,8
404576,Wolfgang Mehler,14,14,3
1036884,Mohammad Rhodes,14,14,4
510614,Phillipp Oster,14,14,6
1662787,Joy Dennis,14,14,5
1569702,Theresa Hawthorn,14,14,4
1906975,Jules Boncoeur,14,14,6
1856429,Lydia Navarro,14,14,3
837526,Falko Spa,14,14,4
583886,Daniel Faerber,14,14,5
685457,Brier Langelier,14,14,4
284716,Charles Glenn,14,14,5
1661476,Harold Ahmad,14,14,5
1847047,David Dixon,14,14,7
1150148,Spencer Sheppard,14,14,2
1383605,Caridad Lopez,14,14,6
692231,Martin Pelchat,14,14,5
15718,Natalie Tennant,14,14,6
940049,Joshua Hughes,14,14,5
713424,Fosco Rizzo,14,14,11
1111954,Hollie Alexander,14,14,7
1765910,Anna Harr,14,14,5
2055843,Stephanie Pfeffer,14,14,5
261910,Donald Li,14,14,5
1703807,Tia Foster,14,14,4
355295,Vera Smith,14,14,7
43840,Rose Vlamingh,14,14,5
1342226,Robert Buss,14,14,3
2090623,Johanne Nielsen,14,14,8
607841,Aubrey Fug�re,14,14,4
1181678,Dominic O'Brien,14,14,5
233565,Marilyn Harper,14,14,3
641997,Mallory B�rub�,14,14,4
1808884,Donald Sims,14,14,4
626983,Ancelote Tougas,14,14,5
1226067,Walter Elder,14,14,4
1654125,Travis Wilson,14,14,4
1898526,Danny Smith,14,14,4
283869,Terry Alexander,14,14,3
1541470,Mary Lambert,14,14,2
637759,Annette Daoust,14,14,2
491106,Diana Schuhmacher,14,14,4
1556134,Julie Kear,14,14,6
452924,Martin Werner,14,14,4
1094704,Aimee Swift,14,14,4
1207956,Edward Archer,14,14,4
1223138,Renee Middleton,14,14,3
1371492,Mercedes Dunn,14,14,6
1604320,Anne Nix,14,14,3
141238,Joseph Fosbrook,14,14,4
1213537,Kasey Chadwell,14,14,6
1122233,Eve Faulkner,14,14,7
494464,Mandy Hoffmann,14,14,4
1137903,Joseph Leach,14,14,5
894446,Vienna Bogaert,14,14,4
1096834,Shannon Fitzgerald,14,14,5
1017065,Rebecca Holland,14,14,3
376053,Helen Dobos,14,14,4
1276079,Hope Gibbs,14,14,5
556621,Daniel Baecker,14,14,4
523379,Andrea Feierabend,14,14,6
905100,Mollie Burton,14,14,5
1232128,Tom Thomas,14,14,5
505656,Tanja Grunwald,14,14,3
320652,Lisa Jimenez,14,14,7
466634,Ralph Kluge,14,14,2
220723,James Albee,14,14,8
1853279,Richard Scott,14,14,5
1431767,William Mayle,14,14,4
841472,Usman Bons,14,14,6
1286508,Harry Wright,14,14,5
1731467,Mamie Churchill,14,14,3
1865857,Jose Pimentel,14,14,4
1878983,Thomas Engle,14,14,4
642546,Anouk Dandonneau,14,14,6
465435,Frank Hoch,14,14,3
29555,Owen Edouard,14,14,3
17811,Alicia Hoy,14,14,3
1628856,Manuel Nassar,14,14,5
1139101,Matilda Riley,14,14,6
1690200,Ann Clark,14,14,4
1069338,Tom Glover,14,14,4
2083307,Maren Kleist,14,14,4
1470076,William Damron,14,14,4
1411283,Gerard Smith,14,14,8
270917,Paul Sadler,14,14,7
1627711,Irene Pigg,14,14,7
1853561,Herbert Sill,14,14,3
1594290,David White,14,14,3
162091,Grace Cotter,14,14,3
89721,Evie Burrowes,14,14,4
151628,Jasper Tost,14,14,7
1778793,Lucy Lewis,14,14,3
1812139,Nancy Johnson,14,14,3
1605189,Melissa O'Connor,14,14,3
270633,Michael Blackmon,14,14,4
594127,Paul Schuhmacher,14,14,5
413461,Anne Gersten,14,14,5
1789606,Clifford Whitt,14,14,6
335032,Mozell Roberts,14,14,4
784331,Crescenzo Bellucci,14,14,7
2025840,Zbigniew �vejcar,14,14,5
1440889,Nicholas Logan,14,14,9
360001,Roman Humphrey,14,14,4
697365,Ignace Lemieux,14,14,4
348548,John Marshall,14,14,6
798990,Paola Moretti,14,14,5
1741581,Dana Beckham,14,14,4
1470640,John Christy,14,14,7
1025107,Dominic Dodd,14,14,6
1813536,Peter Taylor,14,14,3
1784417,Ana Ashby,14,14,3
149733,Chloe O'Donovan,14,14,6
716868,Oronzo Siciliano,14,14,4
9915,Ebony Buxton,14,14,4
999589,Jamie Barber,14,14,4
1674304,Ruth Lingenfelter,14,14,9
1694314,Mack Goodman,14,14,2
433418,Torsten Dietrich,14,14,5
1486787,David Myers,14,14,3
368295,Margarita Mayle,14,14,6
1956922,Natalia Seppinen,14,14,5
1509196,Don Word,14,14,3
1418528,Lillian Acevedo,14,14,4
1732455,Gerald Wells,14,14,3
622483,�l�onore Fluet,14,14,5
1397180,Bryon Boucher,14,14,3
1922715,Andreas Glockner,14,14,6
1819268,Lorena Roberson,14,14,7
1021727,Billy Payne,14,14,6
211740,Lisa O'Donnell,14,14,9
401123,Thorsten Trommler,14,14,4
1273372,Michele Selby,14,14,4
1930815,Nikolina Topic,14,14,4
856365,Cornelis Dogan,14,14,3
414166,Sophia Kastner,14,14,5
1354290,Jean Beal,14,14,3
319477,Victoria Coffey,13,13,3
1364334,Timothy Foley,13,13,6
538285,Eric Mayer,13,13,4
624622,D'Arcy Laurent,13,13,5
1582685,Sandy Berkey,13,13,4
1010049,Owen Brooks,13,13,5
1460919,Alicia Steverson,13,13,6
744922,Addolorata Ricci,13,13,4
1058513,Reece Cameron,13,13,4
182208,Beau Jess,13,13,4
133358,Kayla Hmelnitsky,13,13,4
2051642,Mollie Johnston,13,13,5
305010,Bruce Lavin,13,13,5
801780,Riemke Foolen,13,13,2
312249,Melvin Wood,13,13,4
1738243,Verlene Gantt,13,13,4
1720965,Brenda Rodriguez,13,13,3
762959,Callimaco Bianchi,13,13,5
182186,Bethany Timms,13,13,6
1278242,Dallas Freeman,13,13,2
2075959,Jessika Trommler,13,13,3
1176859,Amelia Pope,13,13,3
333947,Marshall Griffin,13,13,4
328534,Helen Louque,13,13,3
1838833,Graham Fouche,13,13,6
113294,Sean Dannevig,13,13,4
1736019,Reed Flatt,13,13,5
1053634,Owen Hope,13,13,4
1081217,Jodie Watson,13,13,4
1156456,James Fitzgerald,13,13,4
1936191,Gabriele Muench,13,13,6
636729,Luce B�land,13,13,2
1632547,Oliver McLaren,13,13,2
1218356,Jonathan Jones,13,13,5
1826756,Bernard Kellar,13,13,4
730530,Ausilio Cremonesi,13,13,2
1433539,Darryl McDermott,13,13,3
501912,Sebastian Fried,13,13,6
319137,Joan Santana,13,13,6
1025909,Freya Bell,13,13,4
2069956,Martha Isaksen,13,13,3
49776,Jessica Warburton,13,13,6
341831,Theodore Wright,13,13,3
1909047,Renata Obad,13,13,5
213985,Marty Torrey,13,13,6
615362,Fayette Boucher,13,13,4
808172,Pol van Embden,13,13,2
216372,Patti Billings,13,13,4
1322927,Tamika Vanwinkle,13,13,6
1987964,Jesper Jeppesen,13,13,3
1740334,India Mathis,13,13,4
1132629,Summer Thornton,13,13,4
1843780,Shawn Grimes,13,13,6
423898,Tobias Urner,13,13,5
239502,Bernard Davis,13,13,4
1800847,Patricia Fields,13,13,4
1613767,Doris Kramer,13,13,6
221326,William Speier,13,13,5
388416,Janice Moore,13,13,3
1605807,Elizabeth Davis,13,13,6
1256294,Randy Munoz,13,13,4
1525920,Vivian Gibbons,13,13,3
248607,Robert Dowd,13,13,6
2038741,Johannes Fleischer,13,13,4
1633425,Ernest Slone,13,13,8
1741571,Tammy Johnson,13,13,5
1783253,Elizabeth Black,13,13,6
1938850,Marion Urbina,13,13,2
1880031,Sean Morrison,13,13,4
2035862,Richard Malloy,13,13,5
1655733,Daphne Reese,13,13,5
1559125,Virginia Bonilla,13,13,3
579875,Lucas Koenig,13,13,5
785353,Elisa Ricci,13,13,5
1302333,Raymond Cole,13,13,4
1531794,Robert Avalos,13,13,3
577141,Dominik Hoffmann,13,13,4
422548,Jessica Adler,13,13,4
1897822,Jessie Waddy,13,13,6
1234186,Lilia Dickey,13,13,7
1577921,Maria Britton,13,13,3
855476,Laurens Nuij,13,13,3
1597329,Beulah Robinson,13,13,5
662960,Laurent Quinn,13,13,6
1608129,Lula Swartz,13,13,3
780806,Beniamino Manfrin,13,13,4
1341338,Lawrence Baggett,13,13,4
724985,Massimiliano Lucchesi,13,13,2
872536,Wytze van der Avoird,13,13,5
422321,Torsten Bader,13,13,4
1830633,Daniel Adame,13,13,6
816687,Nicoliene Bevelander,13,13,4
1398804,Barbara Broderick,13,13,2
217102,Robert Wheeler,13,13,4
353741,James Kratz,13,13,3
220463,Tracey Wenzel,13,13,5
1456120,Robert Wilson,13,13,4
1333939,Henry Demello,13,13,5
1746274,John Greene,13,13,3
929598,Abigail Simmons,13,13,6
2057844,Tanguy Lef�bvre,13,13,5
357592,Ivan Wise,13,13,4
1170836,Eve Newman,13,13,8
174622,Jackson Glenny,13,13,2
1831168,Bruce Mosley,13,13,7
35795,Riley Clegg,13,13,5
804871,Quincey Videler,13,13,2
813109,Lily Ebben,13,13,5
848570,Payam de Vroome,13,13,5
1224444,Donna Thompson,13,13,7
1740312,Helen Fryar,13,13,2
111492,Rachel Watterston,13,13,5
37251,Leo Scerri,13,13,3
241436,Rickie Springer,13,13,4
1234232,Hubert Fernandez,13,13,5
1772324,Casey Cooper,13,13,5
248406,Lynne Stanton,13,13,5
521070,Niklas Baader,13,13,3
1713253,Tom David,13,13,2
378117,Rita Butler,13,13,3
1716821,Paris Sammons,13,13,3
887036,Tjitse Spijkstra,13,13,7
537704,Martin Ackerman,13,13,4
100386,Ali Kinsella,13,13,4
1882504,Nathan Durden,13,13,6
511037,Yvonne Hahn,13,13,6
547701,J�rgen Bauer,13,13,4
1353524,Jeffrey Campbell,13,13,6
1334931,Scott Riley,13,13,3
1601287,Dennis Tindell,13,13,6
2003425,Henrik Geisler,13,13,4
1300622,Michael McIntosh,13,13,7
702273,Artemio Udinesi,13,13,4
1976526,Jelena Kovacevic,13,13,3
1292219,Betty Gray,13,13,3
91913,Lucas Hussey,13,13,4
724336,Bibiana Trevisan,13,13,3
926435,Oliver Watts,13,13,4
436747,Melanie Nagel,13,13,4
1800672,Stephanie Haley,13,13,6
1418842,Nancy Concepcion,13,13,3
1003708,Victoria Singh,13,13,4
1989753,Brandon Jeffreys,13,13,3
1602280,David Payton,13,13,2
820946,Peter-Paul Aksoy,13,13,5
1507090,Thomas Thomas,13,13,3
1936378,James Thurston,13,13,5
1060589,Archie Kerr,13,13,4
1849831,Audra Conte,13,13,4
67455,Logan Armytage,13,13,3
1764577,Daniel Wilder,13,13,5
1070473,Leo Cook,13,13,3
262821,Gina Lucas,13,13,3
800943,Mathyn Maarschalkerweerd,13,13,5
1524756,Leanna Bosco,13,13,7
658552,Claudette Mass�,13,13,3
1367800,Mary Raynor,13,13,4
418646,Sophia Schwab,13,13,3
791544,Fiore Sal,13,13,5
1314,Isaac Israel,13,13,5
522503,Jessica Strauss,13,13,3
194226,Kayla Cleland,13,13,5
1078677,Hannah Fuller,13,13,4
1438425,Karen Klinger,13,13,3
389303,Mark Whitt,13,13,6
656633,Edmee Chouinard,13,13,3
1639920,Francis Houghton,13,13,2
1834499,Justin Zak,13,13,4
459811,Benjamin Baader,13,13,2
1190907,Sean Parry,13,13,5
645487,Arnaud Houle,13,13,3
1472278,Edward Dawson,13,13,3
1170694,Aaliyah Richards,13,13,4
1517504,Mark Sweeney,13,13,3
267168,Christene Tarter,13,13,5
1517872,Cecilia Jones,13,13,6
1768548,Marc McCauley,13,13,4
1673408,Jacqueline Casias,13,13,2
1044833,Jennifer Ball,13,13,5
1305559,Fred Mackin,13,13,5
892664,Suzie van Moll,13,13,2
2006313,Knud Rosing,13,13,5
382379,Michael Miller,13,13,4
1708295,Joshua Jones,13,13,4
1688939,Wanda Fredrickson,13,13,3
2003856,Mikael Lange,13,13,3
1742626,Shauna Knight,13,13,3
547310,Mandy Dreher,13,13,4
638569,Moore Bourassa,13,13,7
1621469,Mario Miranda,13,13,5
1727268,Carol Keith,13,13,2
1107461,Sam Nelson,13,13,5
807349,Moon van de Kant,13,13,4
587457,Lisa Hoch,13,13,3
417710,Jessica Schmitt,13,13,3
1980266,Jir� K�nsk�,13,13,5
875900,Hussein Seijsener,13,13,4
355288,Veronica Banks,13,13,4
454548,Stephanie Meier,13,13,5
281008,Curt Mills,13,13,2
1628073,Scott Harris,13,13,7
2022162,Aike Valdez,13,13,4
1851066,Robert Holland,13,13,3
1794593,Ellsworth Rickards,13,13,5
1379135,Thomas Johnson,13,13,3
1848776,Eugene Kyle,13,13,4
130270,Maddison Irving,13,13,4
957745,Lara Wright,13,13,7
1353710,Thomas Gallup,13,13,7
1696508,Claire Wilkerson,13,13,7
1405105,Thomas Hines,13,13,7
1227008,Misty Vargas,13,13,4
444343,Marina Boehm,13,13,6
837781,Dominik Poppeliers,13,13,3
1012121,Amelia Hurst,13,13,3
1370619,Ronda Bernard,13,13,4
1697627,John Howard,13,13,3
513426,Maria Schweizer,13,13,3
1244073,Linda Rodrigues,13,13,2
1710315,Allen Koehler,13,13,3
1901076,Jakob Laursen,13,13,6
1506603,Rosalia Davis,13,13,4
2054914,Julia Larsen,13,13,3
1109801,Joel Howard,13,13,2
746112,Costanzo Manna,13,13,6
407150,Matthias Schweizer,13,13,3
725725,Filippo Bruno,13,13,3
1788303,Phillip Jensen,13,13,2
516944,Lukas Berg,13,13,3
61773,Gabrielle Kossak,13,13,5
1264011,Karl Palmer,13,13,4
1523366,Lisa Pierce,13,13,6
2017937,Constance Gonzalez,13,13,6
1078234,Madison Begum,13,13,4
987677,Callum O'Donnell,13,13,4
1522483,Omar Williams,13,13,2
848337,Ditte van Werven,13,13,4
430762,J�rg Muller,13,13,3
750104,Bellina Marcelo,13,13,4
1839909,John Miller,13,13,4
1762396,Evan Washington,13,13,4
1105074,Finley O'Donnell,13,13,3
590749,Karin Berg,13,13,4
1644234,Ira Merz,13,13,3
211855,William Fajardo,13,13,4
1800201,Ike Brown,13,13,2
585610,Christine K�hler,13,13,5
343632,Janice Nelligan,13,13,2
480894,Christin Dresdner,13,13,2
1911080,Mette Mikkelsen,13,13,5
1396425,William Clarke,13,13,5
1533574,Bobby Dunham,13,13,4
305926,Timothy Rodriguez,13,13,4
817992,Jos� Langenbach,13,13,4
1286959,Michael Smith,13,13,3
512415,Tim Bachmeier,13,13,4
1827746,Jerry Chavez,13,13,4
67369,Rachel Gairdner,13,13,4
253813,Chasity Bailey,13,13,3
953759,Lydia Gordon,13,13,6
242897,Sherri Fray,13,13,7
104748,Eden Robe,13,13,4
727274,Giacobbe Trentino,13,13,4
1594853,Brian Painter,13,13,3
59842,Lucas McClure,13,13,2
1889240,Claudio Hamby,13,13,4
60892,Seth Soubeiran,13,13,2
1914066,Marja Holmen,13,13,3
1331532,Lettie Granados,13,13,3
198128,Amelia Guy,13,13,4
1438329,Jesus Gray,13,13,3
2048840,Marceli Nowak,13,13,8
1074430,Samuel Holmes,13,13,3
1311681,Angela Perez,13,13,3
353240,Jessie Seymour,13,13,6
60722,Logan Dowie,13,13,3
1920940,Katariina Harila,13,13,3
820468,Fauzia van Koppen,13,13,5
1716160,Pearl Carlson,13,13,5
1471304,Judith Hall,13,13,4
1870208,Joseph Davis,13,13,7
1036675,Leah Barber,13,13,5
1225213,Debra Collier,13,13,5
1082396,Tia Atkinson,13,13,4
500289,Frank Nussbaum,13,13,3
404002,Barbara Kluge,13,13,4
670000,R�my Perillard,13,13,5
988194,Callum Birch,13,13,3
585598,Marina Lehrer,13,13,5
361214,Hilda Kuykendall,13,13,7
1112155,Henry Nicholson,13,13,4
1818632,Ronnie Taylor,13,13,5
1486156,Melvin Duckett,13,13,4
570046,Michael Lange,13,13,3
575184,Susanne Muench,13,13,5
560943,Daniela Koch,13,13,6
1437978,Donald Burnette,13,13,5
1206948,Kenneth Scaife,13,13,2
276091,Cornelia Hensley,13,13,3
1230469,Bradley Blount,13,13,5
1911567,Saara Nurminen,13,13,4
1731696,Betsey Toney,13,13,4
2055087,Leah Gaertner,13,13,2
2011632,Jessica Boulger,13,13,3
1044798,Mollie Mahmood,13,13,4
1135217,Charlie Schofield,13,13,4
1136286,Corey Arnold,13,13,5
938993,Jodie Joyce,13,13,5
1867250,Galen Furman,13,13,4
1350579,Fernando Jones,13,13,3
1021494,Riley Chan,13,13,5
1440047,Ronnie Forsythe,13,13,5
350141,Rosie Dahmen,13,13,4
1539544,Alisha Jinks,13,13,5
1651423,Nellie Harding,13,13,5
1875275,Daniel Talley,13,13,6
1167987,Lauren Stephens,13,13,3
720281,Vera Onio,13,13,3
506507,Daniel Eisenhower,13,13,5
480516,Christina Holtzmann,13,13,7
647622,Melodie Berthiaume,13,13,5
192139,Harry Barnes,13,13,4
2006486,Sara Bruland,13,13,3
1313754,Krista Cottrell,13,13,5
588748,Johanna Freud,13,13,4
981306,Alexander Bailey,13,13,5
569283,Christina Kr�ger,13,13,3
465854,Stephan Rothstein,13,13,6
1932228,Vit�r Gomes,13,13,3
1409729,Ashley Morris,13,13,2
1858292,Dolly Pond,13,13,9
857426,Yanou van der Rest,13,13,4
1690335,Doris Fey,13,13,5
1603055,Aaron Brock,13,13,3
1022606,Georgia Edwards,13,13,4
1232096,Thomas Donlon,13,13,4
1902925,Petr Tauchman,13,13,3
962079,Caitlin Parkinson,13,13,5
775223,Maddalena Lori,13,13,5
1544568,Willie Wallace,13,13,5
1214363,William Gonzalez,13,13,4
969766,William Jones,13,13,4
1790139,Megan Crider,13,13,4
2005315,John Heilmann,13,13,4
1784567,Jessica Curtis,13,13,4
2015173,Cristi Azevedo,13,13,5
2054315,Nadia Munro,13,13,3
744512,Eustorgio Pugliesi,13,13,3
507938,Michael Kalb,13,13,4
395197,Sean Waddell,13,13,7
931500,Logan Shaw,13,13,3
1583359,Helen Doyle,13,13,5
1476648,Matthew Mills,13,13,5
1055880,Ryan Hunt,13,13,3
1780707,Daniel Kruger,13,13,2
868701,Bionda Mus,13,13,6
432780,Dirk Bayer,13,13,5
432958,Thomas Lehrer,13,13,3
305369,Gail McCulley,13,13,6
828028,Chesney Pluimers,13,13,2
1939877,Enon Varela,13,13,6
1021470,Declan Mellor,13,13,3
468899,Robert B�rger,13,13,3
509010,Jan Junker,13,13,4
584463,Sandra K�hler,13,13,4
441038,Maria Hoover,13,13,4
497316,Maik Kohl,13,13,3
1522447,Tyler Eddings,13,13,3
183169,Jessica Sorell,13,13,6
1280832,Marie Arrington,13,13,3
446752,Doreen Scherer,13,13,4
1929743,Lucas Baader,13,13,4
1624025,Evelyn Dinkins,13,13,5
1342539,Andy Gold,13,13,4
1430923,Jerry Gilmore,13,13,4
1588479,Linda Conn,13,13,5
902878,Mohammad Barrett,13,13,7
756093,Elsa Davide,13,13,4
1733137,Benjamin Barnes,13,13,4
1378700,Alison Hansen,13,13,4
915054,Sean Howells,13,13,3
1326141,Douglas Laubach,13,13,3
1352665,Carl Kelliher,13,13,4
1057151,Faith Chan,13,13,5
517822,Tanja Ackermann,13,13,3
556482,Nicole Bauer,13,13,2
618287,Carole Labont�,13,13,5
453872,Thomas G�rtner,13,13,2
1232212,David Thoma,12,12,4
2014806,Levi Namatjira,12,12,4
68537,Toby Vickery,12,12,3
1984649,Zlata Ivancic,12,12,5
294189,Robert Hernandez,12,12,4
427098,Karin Zimmer,12,12,5
1517046,Jason Bennett,12,12,4
1962528,Robert Fuchs,12,12,6
805635,Silke Graafmans,12,12,3
1512747,Walter Bynum,12,12,3
422937,Max Drescher,12,12,4
1196359,Alex Morris,12,12,3
1377713,Paul Magee,12,12,4
1579793,Maryanne Carpenter,12,12,5
2039789,Eva Lynge,12,12,6
236161,Nicole Lewis,12,12,4
2044652,Latimer Pouliotte,12,12,5
1977971,Marshall Souplet,12,12,3
781667,Ilda Manna,12,12,5
1995699,Maria Poulsen,12,12,3
333861,Heather Castillo,12,12,5
1493826,Fred Green,12,12,2
819031,Danique Knop,12,12,2
1044742,Skye McDonald,12,12,4
1356668,Wilma Rodriguez,12,12,4
1648616,Kevin Marrero,12,12,4
1991497,Anne Maur,12,12,3
1025108,Naomi Craig,12,12,5
1036840,Jayden Whittaker,12,12,4
1612400,Jordon Munguia,12,12,4
1826964,Charles Lewis,12,12,3
1996488,Aira Hahli,12,12,3
1413691,Robert Walker,12,12,3
1320851,Wilfred Millar,12,12,6
1716584,Bill Smith,12,12,2
419536,Doreen Bergmann,12,12,4
1953018,Niels Steffensen,12,12,3
730418,Cordelia Colombo,12,12,4
271416,Jasmine Heintz,12,12,5
1772294,Sharon Pollock,12,12,4
792601,Flaviano Piazza,12,12,3
1315621,Hazel Graves,12,12,6
218530,Doreen Golla,12,12,3
1045636,Joshua Henderson,12,12,2
758494,Girolamo Russo,12,12,3
1564987,Eleanor Kinney,12,12,4
1152446,Henry Martin,12,12,3
1867408,Billie Bobo,12,12,2
601654,Clementine Tremblay,12,12,4
1795527,Kevin Legendre,12,12,4
1138092,Billy Pratt,12,12,5
194359,Beau Jenkins,12,12,6
779320,Gabriella  Lucchesi,12,12,5
1116892,Aaliyah Potts,12,12,4
826253,Serhat Ritsema,12,12,4
2032025,Michalina Wieczorek,12,12,4
1582605,Henry Ridgeway,12,12,4
1143828,Joel Miah,12,12,4
1268392,Kecia Morgan,12,12,4
627901,Hugh Labrie,12,12,2
1586481,Kara Duncan,12,12,4
580710,Paul Metzger,12,12,5
458315,Alexander Hirsch,12,12,3
377521,Steve Lowe,12,12,3
2435,Lilian Hall,12,12,4
1774119,Linda Brooker,12,12,3
1772750,Tiffany Bailey,12,12,5
1796158,Neal Obrien,12,12,3
313925,Clinton Parks,12,12,3
856895,Inga Slooten,12,12,2
876456,Celal de Ron,12,12,5
445890,Uta Wirtz,12,12,2
1003788,Isaac Miles,12,12,3
2070483,Stine Kristiansen,12,12,5
692591,Senior Bourque,12,12,3
1214271,Matthew Ray,12,12,3
1082460,Michael Shah,12,12,4
1566740,Marla Wurster,12,12,3
1689863,Nancy Carter,12,12,6
1295403,Hedwig King,12,12,4
1442886,Sara Kennedy,12,12,4
938069,Yasmin Norman,12,12,3
1594465,Harriett Dustin,12,12,4
1107432,Samantha Hooper,12,12,5
1889189,Birdie Johnson,12,12,4
1406094,Paula Smith,12,12,3
239647,Jane Matthews,12,12,5
2054088,Samantha McIntosh,12,12,3
1299894,Tamiko Elliott,12,12,4
370829,Roy Horne,12,12,5
694742,Bevis Primeau,12,12,4
565690,Mathias Wagner,12,12,4
75976,Angelina Hyman,12,12,4
581252,Kevin Schmitt,12,12,4
1116568,Robert Baxter,12,12,5
253278,Robert Tice,12,12,2
160624,Jai Sheehy,12,12,4
834086,Marcelino Zuidersma,12,12,3
759874,Rebecca Conti,12,12,4
1857865,Laura Payton,12,12,5
1163780,Taylor Bradshaw,12,12,3
1962126,Ganix Vera,12,12,6
961894,Ellie Norris,12,12,5
507454,Tanja Zimmer,12,12,4
1736614,Oscar Albers,12,12,4
452881,Martina Schmid,12,12,7
1024923,Alexandra Pritchard,12,12,5
1050429,Sarah Norris,12,12,5
431145,Sebastian Schuhmacher,12,12,4
1623592,Roger Sharon,12,12,3
1019974,Bailey Swift,12,12,6
1223141,Florence Coles,12,12,2
834109,Ted Laumen,12,12,3
312652,Steve Baker,12,12,5
886255,Yasar Tanke,12,12,2
616214,Kari Lesage,12,12,3
1211608,Elena Marble,12,12,4
1415490,Phillip Schultz,12,12,6
1487693,Lisa Bailey,12,12,4
1128994,Amelie Thorpe,12,12,6
330150,Tim Sander,12,12,3
1668822,Erin Bennett,12,12,4
602720,Carine Sirois,12,12,4
1252738,Roy Hammons,12,12,3
69812,Alexandra Murphy,12,12,3
567059,Tobias Pfeifer,12,12,7
1284322,Mary Dalton,12,12,6
1040916,Cameron Stevenson,12,12,5
353313,Margie Adelson,12,12,2
1240195,Lewis Sanchez,12,12,6
624293,Fanchon Bourassa,12,12,5
223555,Frances Poole,12,12,4
1635142,Roxanna Harding,12,12,4
1368205,Gayle McGee,12,12,4
1411952,Sandy Kitt,12,12,3
1724519,Janice Anderson,12,12,2
1412576,Don Hunter,12,12,6
1179492,Benjamin Nicholson,12,12,2
979403,Elizabeth Manning,12,12,2
1882011,William Johnson,12,12,4
906022,Jack Coles,12,12,3
491167,Jonas Baecker,12,12,5
853416,Nicholas Modderkolk,12,12,3
1278507,Nicholas Sawyer,12,12,4
590386,Tom Schiffer,12,12,6
492768,Klaudia Konig,12,12,6
1885990,Mary Doty,12,12,4
668140,Aubrette Collin,12,12,2
1652819,Michael Mattox,12,12,5
19082,Matthew Denman,12,12,5
1328691,Audrey Gonzalez,12,12,4
618809,Georgette Dupuis,12,12,4
1554591,Mabel Rowe,12,12,4
7566,William Prenzel,12,12,3
601806,Parnella Reault,12,12,4
1115485,Jay Sinclair,12,12,3
1585758,George Torres,12,12,5
1240113,Daniel Hays,12,12,4
1931347,Andrea Grunewald,12,12,4
1303346,Bret Pruitt,12,12,2
1820462,Steve Andrews,12,12,5
1960149,Amber Rochefort,12,12,7
1411983,Harry Coleman,12,12,3
186798,Sophie Chaffey,12,12,3
25771,Mikayla Shenton,12,12,4
992604,Charlie Lyons,12,12,7
377854,Clarence Bell,12,12,6
435697,Ralf Eichmann,12,12,3
1450286,Beulah Rodriguez,12,12,6
1805271,Sharon Hankerson,12,12,4
318935,Marc Jessee,12,12,6
1430718,Sherry Holloway,12,12,6
667725,Raina Morin,12,12,2
528765,Tobias Frankfurter,12,12,4
1323338,Brandon Bowman,12,12,5
490850,Max Kaufmann,12,12,3
695540,Roslyn Chastain,12,12,4
1918103,Cleo Gano,12,12,4
1629676,Peggy Bustamante,12,12,2
1758999,Vernon Reid,12,12,3
610264,Xavier Jardine,12,12,5
1313504,Deborah Vega,12,12,4
1385904,Patricia Griggs,12,12,3
921229,Sam Lord,12,12,4
1422773,Mary Miller,12,12,4
